fish_table_id,anem_table_id,fish_obs_time,fish_spp,size,color,sex,fin_id,sample_id,tag_id,recap,fish_collector,fish_correction,fish_corr_date,fish_corr_editor,fish_corr_message,fish_notes
10219,7200,NA,APPE,5,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,multiple fish of same size on anem
1776,11007,13:19:00,APCL,1,YR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"multiple fish of same size on anem, 10 fish under 3cm"
2191,11007,13:19:00,APCL,1,YR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"multiple fish of same size on anem, 10 fish under 3cm"
2415,11007,13:19:00,APCL,1,YR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"multiple fish of same size on anem, 10 fish under 3cm"
2722,11007,13:19:00,APCL,1,YR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"multiple fish of same size on anem, 10 fish under 3cm"
2725,11007,13:19:00,APCL,1,YR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"multiple fish of same size on anem, 10 fish under 3cm"
2727,11007,13:19:00,APCL,2,YR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"multiple fish of same size on anem, 10 fish under 3cm"
2893,11007,13:19:00,APCL,3,YR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"multiple fish of same size on anem, 10 fish under 3cm"
2967,11007,13:19:00,APCL,1,YR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"multiple fish of same size on anem, 10 fish under 3cm"
5104,11007,13:19:00,APCL,1,YR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"multiple fish of same size on anem, 10 fish under 3cm"
5134,11007,13:19:00,APCL,1,YR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"multiple fish of same size on anem, 10 fish under 3cm"
4371,5689,NA,APCL,1.5,W,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, 4 fish that are 1.5 W"
4751,5689,NA,APCL,1.5,W,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, 4 fish that are 1.5 W"
5455,5689,NA,APCL,1.5,W,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, 4 fish that are 1.5 W"
9128,5689,NA,APCL,1.5,W,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, 4 fish that are 1.5 W"
1753,10492,10:54:00,APCL,1,YR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"multiple fish of same size on anem, 4 small unsampled fish"
5056,10492,10:54:00,APCL,1,YR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"multiple fish of same size on anem, 4 small unsampled fish"
5348,10492,10:54:00,APCL,1,YR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"multiple fish of same size on anem, 4 small unsampled fish"
9138,10492,10:54:00,APCL,1,YR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"multiple fish of same size on anem, 4 small unsampled fish"
4376,21,NA,APOC,2,NA,NA,NA,NA,NA,NA,MLP,NA,NA,NA,NA,"multiple fish of same size on anem, 2 APPE of same size on anem"
8688,21,NA,APPE,5,NA,NA,NA,NA,NA,NA,MLP,NA,NA,NA,NA,"multiple fish of same size on anem, 2 APPE of same size on anem"
8717,21,NA,APPE,4,NA,NA,NA,NA,NA,NA,MLP,NA,NA,NA,NA,"multiple fish of same size on anem, 2 APPE of same size on anem"
8742,21,NA,APPE,4,NA,NA,NA,NA,NA,NA,MLP,NA,NA,NA,NA,"multiple fish of same size on anem, 2 APPE of same size on anem"
8768,21,NA,APPE,3,NA,NA,NA,NA,NA,NA,MLP,NA,NA,NA,NA,"multiple fish of same size on anem, 2 APPE of same size on anem"
8908,111,NA,APPE,2,NA,NA,NA,NA,NA,NA,MLP,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
9650,111,NA,APPE,2,NA,NA,NA,NA,NA,NA,MLP,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
9933,165,NA,APPE,2,NA,NA,NA,NA,NA,NA,MLP,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
9936,165,NA,APPE,3,NA,NA,NA,NA,NA,NA,MLP,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
10123,165,NA,APPE,2,NA,NA,NA,NA,NA,NA,MLP,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
9649,309,NA,APPE,4,NA,NA,NA,NA,NA,NA,MLP,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
9654,309,NA,APPE,4,NA,NA,NA,NA,NA,NA,MLP,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
4411,359,NA,APCL,1,NA,NA,NA,NA,NA,NA,MLP,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
4422,359,NA,APCL,1,NA,NA,NA,NA,NA,NA,MLP,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
9349,359,NA,APPE,3,NA,NA,NA,NA,NA,NA,MLP,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
4430,366,NA,APPE,1.5,NA,NA,NA,NA,NA,NA,MLP,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
4441,366,NA,APPE,1.5,NA,NA,NA,NA,NA,NA,MLP,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
9139,389,NA,APPE,2,NA,NA,NA,NA,NA,NA,MLP,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
9145,389,NA,APPE,2,NA,NA,NA,NA,NA,NA,MLP,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
9282,389,NA,APPE,5,NA,NA,NA,NA,NA,NA,MLP,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
4485,390,NA,APPE,2,NA,NA,NA,NA,NA,NA,MLP,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
4492,390,NA,APPE,2,NA,NA,NA,NA,NA,NA,MLP,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
8529,750,NA,APPO,6,NA,NA,NA,NA,NA,NA,MLP,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
8535,750,NA,APPO,4,NA,NA,NA,NA,NA,NA,MLP,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
8543,750,NA,APPO,2,NA,NA,NA,NA,NA,NA,MLP,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
8548,750,NA,APPO,12,NA,NA,NA,NA,NA,NA,MLP,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
9898,750,NA,APPO,12,NA,NA,NA,NA,NA,NA,MLP,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
9537,1745,NA,APPE,3,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
9697,1745,NA,APPE,6,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
9817,1745,NA,APPE,3,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
6889,1762,NA,APCL,1,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
6891,1762,NA,APCL,3,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
9460,1762,NA,APCL,1,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
9503,1762,NA,APPE,2,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
6925,1770,NA,APCL,1,NA,NA,NA,NA,NA,NA,MLP,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
8942,1770,NA,APCL,1,NA,NA,NA,NA,NA,NA,MLP,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
6927,1771,NA,APSA,4,NA,NA,NA,NA,NA,NA,MLP,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
6931,1771,NA,APSA,4,NA,NA,NA,NA,NA,NA,MLP,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
6939,1771,NA,APSA,2,NA,NA,NA,NA,NA,NA,MLP,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
6943,1771,NA,APSA,2,NA,NA,NA,NA,NA,NA,MLP,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
6986,1781,NA,APCL,3,NA,NA,NA,NA,NA,NA,MLP,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
6991,1781,NA,APCL,0.5,NA,NA,NA,NA,NA,NA,MLP,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
6993,1781,NA,APCL,0.5,NA,NA,NA,NA,NA,NA,MLP,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
8943,1781,NA,APCL,2,NA,NA,NA,NA,NA,NA,MLP,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
3966,1794,NA,APCL,3,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
3970,1794,NA,APCL,3,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
7039,1794,NA,APCL,3,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
3975,1795,NA,APCL,1,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
4292,1795,NA,APCL,1,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
4298,1795,NA,APCL,1,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
4302,1795,NA,APCL,1,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
4346,1802,NA,APCL,3,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
4349,1802,NA,APCL,2.5,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
9336,1802,NA,APCL,2.5,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
4366,1804,NA,APCL,3,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
8983,1804,NA,APCL,3,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
4393,1808,NA,APCL,3,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
9544,1808,NA,APCL,3,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
4398,1809,NA,APCL,2,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
4400,1809,NA,APCL,2,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
10191,1809,NA,APCL,2,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
4408,1810,NA,APCL,3,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
4414,1810,NA,APCL,2,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
4419,1810,NA,APCL,2,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
4545,1830,NA,APCL,2,NA,NA,NA,NA,NA,NA,MLP,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
4550,1830,NA,APCL,2,NA,NA,NA,NA,NA,NA,MLP,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
9979,1830,NA,APPE,2,NA,NA,NA,NA,NA,NA,MLP,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
4558,1832,NA,APPE,3,NA,NA,NA,NA,NA,NA,MLP,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
4564,1832,NA,APPE,1,NA,NA,NA,NA,NA,NA,MLP,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
4566,1832,NA,APPE,1,NA,NA,NA,NA,NA,NA,MLP,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
9479,1832,NA,APPE,1,NA,NA,NA,NA,NA,NA,MLP,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
4595,1835,NA,APPE,2,NA,NA,NA,NA,NA,NA,MLP,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
4597,1835,NA,APPE,2,NA,NA,NA,NA,NA,NA,MLP,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
7933,1835,NA,APCL,3,NA,NA,NA,NA,NA,NA,MLP,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
10213,1835,NA,APCL,2,NA,NA,NA,NA,NA,NA,MLP,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
4790,1882,NA,APFR,2,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
8516,1882,NA,APFR,2,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
9908,1882,NA,APFR,5,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
4811,1888,NA,APCL,2,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
8561,1888,NA,APPE,2,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
9505,1888,NA,APPE,2,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
4125,1890,NA,APCL,2,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
4817,1890,NA,APCL,2,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
4821,1890,NA,APCL,2,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
8239,1890,NA,APCL,3,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
8536,1890,NA,APCL,2,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
9822,1890,NA,APCL,2,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
9905,1890,NA,APCL,2,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
2152,1903,NA,APCL,0.5,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
4873,1903,NA,APCL,2,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
4875,1903,NA,APCL,1,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
4883,1903,NA,APCL,1,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
7045,1903,NA,APCL,1,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
7941,1903,NA,APPE,2,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
9490,1903,NA,APPE,2,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
9530,1903,NA,APCL,3,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
9883,1903,NA,APCL,1,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
4895,1904,NA,APCL,2,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
4899,1904,NA,APCL,1,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
4908,1904,NA,APCL,1,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
7046,1904,NA,APCL,1,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
10010,1904,NA,APCL,3,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
9892,1907,NA,APPE,2,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
10060,1907,NA,APPE,2,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
2167,1910,NA,APCL,3.5,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
2168,1910,NA,APCL,3.5,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
5011,1930,NA,APCL,2,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
5017,1930,NA,APCL,2,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
7108,1952,NA,APCL,3,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
7110,1952,NA,APCL,2,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
7115,1952,NA,APCL,1,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
7117,1952,NA,APCL,1,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
9857,1952,NA,APCL,1,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
7125,1960,NA,APCL,2,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
7129,1960,NA,APCL,2,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
7136,1963,NA,APCL,2.5,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
9038,1963,NA,APCL,3,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
9850,1963,NA,APCL,3,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
7145,1971,NA,APCL,2,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
7146,1971,NA,APCL,2,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
7148,1971,NA,APCL,2,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
7191,1990,NA,APPE,2,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
7192,1990,NA,APPE,2,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
7211,1997,NA,APCL,3,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
7213,1997,NA,APCL,3,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
7243,2008,NA,APPE,5,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
7245,2008,NA,APPE,4,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
7247,2008,NA,APPE,3,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
7250,2008,NA,APPE,2,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
7253,2008,NA,APPE,2,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
2347,2013,NA,APCL,9.5,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
7293,2013,NA,APCL,3,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
7299,2013,NA,APCL,3,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
7360,2040,NA,APCL,3,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
8627,2040,NA,APCL,3,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
7374,2050,NA,APCL,2.5,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
8636,2050,NA,APCL,3,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
9798,2050,NA,APCL,2.5,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
7381,2055,NA,APCL,3,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
8570,2055,NA,APPE,2,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
8641,2055,NA,APCL,3,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
2435,2067,NA,APTH,3.5,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
7395,2067,NA,APTH,3,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
8661,2067,NA,APTH,3,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
7412,2074,NA,APCL,4,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
7413,2074,NA,APCL,2,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
8656,2074,NA,APCL,2,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
9778,2074,NA,APCL,2,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
10149,2074,NA,APCL,2,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
10151,2074,NA,APCL,3,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
7441,2134,NA,APCL,3,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
7442,2134,NA,APCL,2,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
7997,2134,NA,APPE,2,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
8699,2134,NA,APCL,7,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
9464,2134,NA,APPE,2,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
9756,2134,NA,APCL,2.5,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
2528,2137,NA,APCL,3.5,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
2527,2137,NA,APCL,3.5,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
8703,2137,NA,APCL,0.5,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
7461,2149,NA,APCL,1,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
7462,2149,NA,APCL,2.5,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
8715,2149,NA,APCL,1,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
8013,2219,NA,APPE,2,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
8580,2219,NA,APPE,2,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
7570,2338,NA,APCL,2,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
9674,2338,NA,APCL,3,NA,NA,NA,NA,NA,NA,MRS,NA,NA,NA,NA,"multiple fish of same size on anem, multiple fish of same size on anem"
